pageid,title
188180,Hans Enoksen
28026554,Mimi Karlsen
65507782,Múte Bourup Egede
66298057,Erik Jensen (Greenlandic politician)
67220660,Vivian Motzfeldt
69421511,Naaja Nathanielsen
